USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  20836 15320 ?        Ss   19:23   0:02 /sbin/init splash
tezivin+    2414  0.0  0.0 169316  9072 ?        Ssl  19:24   0:00 /usr/lib/gvfsd-metadata
tezivin+    2443  0.0  0.2 476628 44936 ?        Sl   19:24   0:00 /usr/lib/seafari/firefox-bin -contentproc -parentBuildID 20260727124451 -prefsHandle 0:44039 -prefMapHandle 1:294578 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {a8da33f2-c5a9-4899-bff9-a696c5a88103} -parentPid 2301 -crashHelperPid 2324 -crashHelper 5 -crashReporter 6 -appDir /usr/lib/seafari/browser 2 socket
tezivin+    2464  0.0  0.8 2769224 136596 ?      Sl   19:24   0:01 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:44157 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {05d57cba-b4bd-4fa5-9e3f-be02f6327a59} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 3 tab
tezivin+    2473  0.0  0.6 978876 102192 ?       Sl   19:24   0:01 /usr/lib/seafari/firefox-bin -contentproc -parentBuildID 20260727124451 -prefsHandle 0:44157 -prefMapHandle 1:294578 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {0bac01fc-9815-4fc3-91d2-f66e444e2646} -parentPid 2301 -crashHelperPid 2324 -crashHelper 5 -crashReporter 6 -appDir /usr/lib/seafari/browser 4 rdd
tezivin+    2676  0.0  0.2 484356 44052 ?        Sl   19:24   0:00 /usr/lib/seafari/firefox-bin -contentproc -parentBuildID 20260727124451 -sandboxingKind 0 -prefsHandle 0:59781 -prefMapHandle 1:294578 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {4251f749-c801-4b45-bee5-c2e300918176} -parentPid 2301 -crashHelperPid 2324 -crashHelper 5 -crashReporter 6 -appDir /usr/lib/seafari/browser 7 utility
tezivin+    4129  0.3  1.4 2952872 234260 ?      Sl   19:26   0:20 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51014 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {e6fe311e-af37-4f51-a606-40c7974fc89c} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 9 tab
tezivin+    7828  0.7  3.3 3413924 535872 ?      Sl   19:29   0:38 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51014 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f672ca99-4dd5-4291-9340-f83b37cf5d47} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 15 tab
root        8044  0.0  0.0 308776  9840 ?        Ssl  19:30   0:00 /usr/lib/power-profiles-daemon
root       25192  0.0  0.0      0     0 ?        I    19:48   0:00 [kworker/6:0-i915-unordered]
root       28456  0.0  0.0      0     0 ?        I    19:52   0:00 [kworker/11:2-mm_percpu_wq]
root       28548  0.0  0.0      0     0 ?        I    19:52   0:00 [kworker/7:1-i915-unordered]
root       31683  0.0  0.0      0     0 ?        I<   19:56   0:00 [kworker/u49:2-hci0]
root       32222  0.0  0.0      0     0 ?        S    20:16   0:00 [irq/176-mei_me]
root       32224  0.0  0.0      0     0 ?        S    20:16   0:00 [nvidia]
root       32266  0.6  0.0      0     0 ?        I<   20:16   0:14 [kworker/u49:3-i915_flip]
root       41024  0.0  0.0      0     0 ?        I    20:26   0:00 [kworker/3:1-mm_percpu_wq]
root       41276  0.0  0.0      0     0 ?        I    20:26   0:01 [kworker/u48:0-events_unbound]
tezivin+   42614  0.1  1.2 2822348 197088 ?      Sl   20:27   0:01 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51173 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {dc1ba008-718e-4a29-94ff-8dd05d4fee6c} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 25 tab
tezivin+   42874  1.1  3.7 3430460 600868 ?      Sl   20:28   0:18 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51173 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {9f1443d4-5274-4860-afec-5bc3f85cb46d} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 26 tab
root       43045  0.1  0.0      0     0 ?        I    20:28   0:02 [kworker/4:0-events]
tezivin+   43435  0.1  1.6 2940788 259560 ?      Sl   20:28   0:02 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51173 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {768d37f7-2675-43bc-9be4-a1b5c9d176c4} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 29 tab
root       44990  0.0  0.0      0     0 ?        I    20:30   0:00 [kworker/u48:1-kvfree_rcu_reclaim]
tezivin+   47009  0.1  1.3 2907692 214684 ?      Sl   20:31   0:01 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51173 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {5b67586c-9d66-4db9-a373-50de87ea3b4c} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 30 tab
tezivin+   47967  1.0  1.8 3023360 291968 ?      Sl   20:32   0:14 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51174 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7721a290-b4bd-438f-8458-380a13fa4881} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 31 tab
root       50424  0.0  0.0      0     0 ?        I    20:34   0:00 [kworker/11:0-i915-unordered]
root       50575  0.0  0.0      0     0 ?        I    20:34   0:00 [kworker/u48:5-events_unbound]
root       51114  0.0  0.0      0     0 ?        I    20:35   0:01 [kworker/u48:9-kvfree_rcu_reclaim]
root       51135  0.0  0.0      0     0 ?        I    20:35   0:00 [kworker/9:2-i915-unordered]
tezivin+   51883  2.2  2.8 3325864 451992 ?      Sl   20:36   0:24 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51174 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7804cb7d-3c4e-4aaa-9c20-d5d13b8ef5bd} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 37 tab
tezivin+   52003  3.3  3.2 3440528 515508 ?      Sl   20:36   0:36 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51174 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {cfa3f8b7-8c90-4c83-ba2a-974042489e67} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 38 tab
tezivin+   52357  0.6  1.9 1403408 319612 ?      Ssl  20:36   0:07 /usr/bin/nautilus --gapplication-service
tezivin+   52368  0.6  0.3 887284 57264 ?        SNsl 20:36   0:07 /usr/lib/localsearch-3
tezivin+   52369  0.0  0.1 436664 19456 ?        Ssl  20:36   0:00 /usr/lib/gvfs-udisks2-volume-monitor
tezivin+   52381  0.0  0.0 552632 15464 ?        Sl   20:36   0:00 /usr/lib/gvfsd-trash --spawner :1.47 /org/gtk/gvfs/exec_spaw/0
root       52405  0.0  0.0      0     0 ?        I    20:36   0:00 [kworker/10:1-events]
tezivin+   52422  0.0  0.0 405284 15264 ?        Sl   20:36   0:00 /usr/lib/gvfsd-recent --spawner :1.47 /org/gtk/gvfs/exec_spaw/1
tezivin+   52423  0.0  0.0 331424 15120 ?        Sl   20:36   0:00 /usr/lib/gvfsd-network --spawner :1.47 /org/gtk/gvfs/exec_spaw/2
tezivin+   52710  2.5  2.3 1461738496 379020 ?   Sl   20:36   0:26 /home/tezivindh/Antigravity IDE/antigravity-ide
tezivin+   52713  0.0  0.3 34127916 63028 ?      S    20:36   0:00 /home/tezivindh/Antigravity IDE/antigravity-ide --type=zygote --no-zygote-sandbox
tezivin+   52714  0.0  0.3 34127904 61200 ?      S    20:36   0:00 /home/tezivindh/Antigravity IDE/antigravity-ide --type=zygote
tezivin+   52716  0.0  0.0 34127928 14156 ?      S    20:36   0:00 /home/tezivindh/Antigravity IDE/antigravity-ide --type=zygote
tezivin+   52762  5.3  2.4 34760180 399880 ?     Sl   20:36   0:56 /home/tezivindh/Antigravity IDE/antigravity-ide --type=zygote --no-zygote-sandbox
tezivin+   52769  0.0  0.5 33950892 91316 ?      Sl   20:36   0:01 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --enable-crash-reporter=6d140779-2bf2-4b46-9187-0e5d8160c3b2,no_channel --user-data-dir=/home/tezivindh/.config/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10235289918176904977,5611622113237709031,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041
tezivin+   52803 13.2  3.3 1463497540 536516 ?   Rl   20:36   2:20 /home/tezivindh/Antigravity IDE/antigravity-ide --type=zygote
tezivin+   52864  0.3  1.5 2373944 245608 ?      Sl   20:36   0:03 /home/tezivindh/Antigravity IDE/resources/app/extensions/antigravity/bin/language_server_linux_x64 --csrf_token 4ea80c8d-bd1d-477b-b042-8e69247c63bc --extension_server_port 43381 --extension_server_csrf_token 1520d5b2-64f2-4bee-999e-0094d13e9f9a --app_data_dir antigravity-ide --subclient_type ide --cloud_code_endpoint https://cloudcode-pa.googleapis.com
tezivin+   52885  0.0  0.7 1756608 127572 ?      Sl   20:36   0:00 npm exec chrome-devtools-mcp@latest --autoConnect --no-usage-statistics --no-performance-crux
tezivin+   52913  0.6  0.8 1461392768 144544 ?   Sl   20:36   0:07 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --enable-crash-reporter=6d140779-2bf2-4b46-9187-0e5d8160c3b2,no_channel --user-data-dir=/home/tezivindh/.config/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10235289918176904977,5611622113237709031,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739
tezivin+   52959  0.0  1.0 1589576 167508 ?      Sl   20:36   0:00 chrome-devtools-mcp
tezivin+   53042  0.1  0.8 1461409704 136700 ?   Sl   20:36   0:02 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --enable-crash-reporter=6d140779-2bf2-4b46-9187-0e5d8160c3b2,no_channel --user-data-dir=/home/tezivindh/.config/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10235289918176904977,5611622113237709031,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708993808206286
tezivin+   53152  0.0  0.4 33996476 76048 ?      Sl   20:36   0:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --enable-crash-reporter=6d140779-2bf2-4b46-9187-0e5d8160c3b2,no_channel --user-data-dir=/home/tezivindh/.config/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10235289918176904977,5611622113237709031,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708994745248135
tezivin+   57205  0.1  0.8 1461409780 128664 ?   Sl   20:40   0:01 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --enable-crash-reporter=6d140779-2bf2-4b46-9187-0e5d8160c3b2,no_channel --user-data-dir=/home/tezivindh/.config/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10235289918176904977,5611622113237709031,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709001304541078
tezivin+   57220  1.1  2.4 1461394504 392120 ?   Sl   20:40   0:10 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --enable-crash-reporter=6d140779-2bf2-4b46-9187-0e5d8160c3b2,no_channel --user-data-dir=/home/tezivindh/.config/Antigravity IDE --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,10235289918176904977,5611622113237709031,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709002241582927
tezivin+   57324  0.0  0.0   9216  7680 pts/0    Ss+  20:40   0:00 /usr/bin/bash --init-file /home/tezivindh/Antigravity IDE/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
tezivin+   57343  0.0  1.0 2322788 166752 ?      Sl   20:40   0:00 /home/tezivindh/Antigravity IDE/resources/app/extensions/antigravity/bin/language_server_linux_x64 --enable_lsp --csrf_token fd772fa2-c0f5-4efa-aa77-b52f226138f9 --extension_server_port 36317 --extension_server_csrf_token 341d39ff-cf4c-444a-b03a-a0df1bd1078d --workspace_id file_home_tezivindh_Desktop_devops_t9 --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --subclient_type ide --app_data_dir antigravity-ide --parent_pipe_path /tmp/server_9831dd579b79efb6
tezivin+   57371  0.0  0.6 1739008 106984 ?      Sl   20:40   0:00 npm exec chrome-devtools-mcp@latest --autoConnect --no-usage-statistics --no-performance-crux
tezivin+   57391  0.0  1.0 1589832 168464 ?      Sl   20:40   0:00 chrome-devtools-mcp
root       57433  0.0  0.0      0     0 ?        I    20:40   0:00 [kworker/8:2-cgroup_bpf_destroy]
tezivin+   57728  0.0  0.6 1459575524 104508 ?   Sl   20:40   0:00 /home/tezivindh/Antigravity IDE/antigravity-ide /home/tezivindh/Antigravity IDE/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=57220
root       59061  0.0  0.0      0     0 ?        I    20:41   0:00 [kworker/2:0-inet_frag_wq]
root       60552  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/5:0-events]
root       60554  0.0  0.2 2130096 47484 ?       Ssl  20:42   0:00 /usr/bin/containerd
root       60571  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/10:2-events]
root       60585  0.0  0.5 2215788 85512 ?       Ssl  20:42   0:00 /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock
root       60760  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/0:0-events]
root       60788  0.0  0.0      0     0 ?        I    20:42   0:00 [kworker/1:2-events]
root       61331  0.0  0.0      0     0 ?        I    20:43   0:00 [kworker/0:3-events]
root       62558  0.0  0.0      0     0 ?        I    20:44   0:00 [kworker/3:2-events]
root       64123  0.0  0.0      0     0 ?        I    20:45   0:00 [kworker/u48:2-kvfree_rcu_reclaim]
root       65398  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/8:4-i915-unordered]
root       66263  0.1  0.0      0     0 ?        I    20:48   0:00 [kworker/4:2-events]
root       66437  0.0  0.0      0     0 ?        I    20:48   0:00 [kworker/6:1-i915-unordered]
root       67641  0.0  0.0      0     0 ?        I    20:49   0:00 [kworker/9:1-cgroup_bpf_destroy]
tezivin+   69174  0.0  0.5 2614996 86356 ?       Sl   20:51   0:00 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51345 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {a1e7f8a9-dd0d-4a86-bcec-1e5c9b289924} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 44 tab
tezivin+   69180  0.0  0.5 2614996 86320 ?       Sl   20:51   0:00 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51345 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {be43bb84-540d-4b43-aaef-62df5c6b0ba8} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 45 tab
tezivin+   69278  0.0  0.5 2614996 86592 ?       Sl   20:51   0:00 /usr/lib/seafari/firefox-bin -contentproc -isForBrowser -prefsHandle 0:51345 -prefMapHandle 1:294578 -jsInitHandle 2:156236 -parentBuildID 20260727124451 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ef61a620-b173-42a9-ac76-88e42701c573} -parentPid 2301 -crashHelperPid 2324 -crashHelper 6 -crashReporter 7 -greomni /usr/lib/seafari/omni.ja -appomni /usr/lib/seafari/browser/omni.ja -appDir /usr/lib/seafari/browser 46 tab
root       69601  0.0  0.0      0     0 ?        I    20:51   0:00 [kworker/2:1-events]
tezivin+   69702  0.0  0.5 1459575588 93384 ?    Sl   20:51   0:00 /home/tezivindh/Antigravity IDE/antigravity-ide /home/tezivindh/Antigravity IDE/resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=57220
tezivin+   69703  0.0  0.6 413496 109072 ?       Sl   20:51   0:00 /home/tezivindh/.antigravity-ide/extensions/meta.pyrefly-1.2.0-linux-x64/bin/pyrefly lsp
tezivin+   69741  0.0  0.0   9216  7736 pts/1    Ss+  20:51   0:00 /usr/bin/bash --init-file /home/tezivindh/Antigravity IDE/resources/app/out/vs/workbench/contrib/terminal/common/scripts/shellIntegration-bash.sh
root       69994  0.0  0.0      0     0 ?        I    20:51   0:00 [kworker/5:2-i915-unordered]
root       69996  0.0  0.0      0     0 ?        I    20:51   0:00 [kworker/10:0-i915-unordered]
root       69999  0.0  0.0      0     0 ?        I    20:51   0:00 [kworker/5:3-events]
root       70178  0.0  0.0      0     0 ?        I    20:51   0:00 [kworker/0:1-events]
root       70222  0.3  0.0      0     0 ?        I    20:51   0:00 [kworker/7:2-i915-unordered]
root       70628  0.0  0.0      0     0 ?        I    20:52   0:00 [kworker/1:0-events]
root       71061  0.0  0.0      0     0 ?        I    20:52   0:00 [kworker/2:3]
root       71075  0.0  0.0      0     0 ?        I    20:52   0:00 [kworker/11:1-cgroup_free]
root       71588  0.0  0.0      0     0 ?        I    20:52   0:00 [kworker/8:0]
root       71856  0.0  0.0      0     0 ?        I    20:52   0:00 [kworker/3:0]
root       72431  0.0  0.0   9764  5524 ?        S    20:53   0:00 systemd-userwork: waiting...
tezivin+   73120  3.3  0.8 1459901792 140980 ?   Sl   20:53   0:01 /home/tezivindh/Antigravity IDE/antigravity-ide --type=zygote
root       73226  0.0  0.0   9764  5552 ?        S    20:53   0:00 systemd-userwork: waiting...
root       73490  0.0  0.0   9764  5544 ?        S    20:54   0:00 systemd-userwork: waiting...
tezivin+   73646  0.0  0.0   8032  5836 pts/2    Ss+  20:54   0:00 bash -c chmod +x session3-shell-scripting/system_info.sh mkdir -p session3-shell-scripting/assets cd session3-shell-scripting ./system_info.sh << 'EOF' Tezivindh DEVOPS-T9-001 audit_reports running_processes.log EOF
tezivin+   73649  0.0  0.0   8032  5916 pts/2    S+   20:54   0:00 /bin/bash ./system_info.sh
tezivin+   73658  0.0  0.0   9280  6116 pts/2    R+   20:54   0:00 ps aux
